Order_ID,Order_Date,Customer_ID,Segment,Region,Ship_Mode,order_revenue
US-2015-102071,2015-05-09,PG-18820,Consumer,West,Standard Class,17475
US-2015-102631,2015-12-13,EB-13840,Corporate,Central,Standard Class,94428
US-2015-102715,2015-04-11,JK-15370,Consumer,South,Second Class,737200
US-2015-103338,2015-03-11,RB-19435,Consumer,West,Standard Class,798
US-2015-103905,2015-07-14,AW-10930,Home Office,Central,Standard Class,68204
US-2015-104759,2015-03-31,DD-13570,Consumer,Central,Standard Class,88118
US-2015-105137,2015-10-10,RB-19435,Consumer,East,Same Day,120258
US-2015-105151,2015-03-30,SG-20890,Corporate,East,First Class,105
US-2015-105767,2015-05-23,AR-10510,Consumer,East,Standard Class,79638
US-2015-106299,2015-08-02,NZ-18565,Home Office,Central,Standard Class,84317
US-2015-106334,2015-12-27,JF-15490,Consumer,West,Standard Class,24312
US-2015-106992,2015-09-19,SB-20290,Corporate,Central,Second Class,5579940
US-2015-107405,2015-03-21,TS-21205,Corporate,South,Standard Class,16272
US-2015-107699,2015-05-19,JH-15820,Consumer,Central,Standard Class,5742
US-2015-107993,2015-11-25,SE-20110,Consumer,West,Standard Class,51016
US-2015-109036,2015-12-20,KH-16510,Consumer,West,Standard Class,3105
US-2015-109162,2015-06-08,KE-16420,Corporate,South,Standard Class,170352
US-2015-109456,2015-10-16,LS-17245,Consumer,West,Same Day,32349
US-2015-110674,2015-02-12,SC-20095,Consumer,West,Standard Class,129568
US-2015-111171,2015-12-26,CA-12265,Consumer,Central,Standard Class,869
US-2015-111353,2015-11-29,PB-19150,Consumer,East,Standard Class,2506
US-2015-112200,2015-11-22,TC-21475,Home Office,Central,Standard Class,998
US-2015-112564,2015-04-23,TS-21160,Corporate,East,First Class,2502
US-2015-112795,2015-08-23,CR-12625,Home Office,Central,Second Class,1944
US-2015-112872,2015-12-06,RC-19960,Consumer,West,Second Class,80973
US-2015-112914,2015-09-25,MT-18070,Home Office,Central,Standard Class,3045108
US-2015-112949,2015-06-20,Co-12640,Consumer,Central,Standard Class,5071
US-2015-112991,2015-12-10,SH-19975,Corporate,West,Standard Class,350080
US-2015-113124,2015-03-30,NC-18340,Consumer,Central,Standard Class,1293
US-2015-114188,2015-05-20,RF-19345,Corporate,East,Second Class,21166
US-2015-114377,2015-11-05,BG-11035,Consumer,South,Same Day,1499
US-2015-115189,2015-12-30,AR-10345,Corporate,East,Second Class,775728
US-2015-115196,2015-09-09,DL-12925,Consumer,South,Standard Class,129999
US-2015-115413,2015-08-26,PP-18955,Home Office,East,Standard Class,15861
US-2015-115987,2015-09-08,LH-17020,Consumer,Central,Second Class,51184
US-2015-117058,2015-05-27,LE-16810,Consumer,Central,First Class,1746
US-2015-117135,2015-06-21,NP-18325,Consumer,South,Second Class,42567
US-2015-117163,2015-01-27,EJ-13720,Consumer,West,Standard Class,9700
US-2015-117170,2015-09-17,KT-16465,Consumer,South,Standard Class,52608
US-2015-117744,2015-12-02,MD-17860,Corporate,Central,Standard Class,26296
US-2015-117968,2015-08-05,RS-19420,Corporate,East,Second Class,121738
US-2015-118486,2015-04-06,SD-20485,Home Office,East,First Class,281852
US-2015-118997,2015-04-08,RA-19885,Corporate,South,Standard Class,121592
US-2015-119081,2015-09-12,TA-21385,Home Office,Central,Standard Class,73619
US-2015-119137,2015-07-23,AG-10900,Consumer,West,Standard Class,1073580
US-2015-120175,2015-11-28,MC-17635,Corporate,Central,Standard Class,6402
US-2015-120236,2015-09-03,MR-17545,Home Office,Central,First Class,768
US-2015-120313,2015-10-31,NL-18310,Home Office,West,Second Class,73584
US-2015-120740,2015-04-15,PS-18970,Home Office,West,Same Day,29472
US-2015-121566,2015-06-30,CS-11860,Consumer,East,Standard Class,2754
US-2015-121734,2015-04-11,SE-20110,Consumer,West,Standard Class,9584
US-2015-122021,2015-10-15,AC-10660,Consumer,East,First Class,191340
US-2015-122959,2015-12-12,CY-12745,Corporate,Central,Same Day,210392
US-2015-123183,2015-11-19,GR-14560,Corporate,East,Standard Class,125117
US-2015-123519,2015-12-14,SS-20875,Consumer,East,Standard Class,42673
US-2015-124625,2015-11-03,SP-20650,Corporate,Central,Standard Class,8997
US-2015-125521,2015-03-14,CK-12325,Home Office,South,Standard Class,113992
US-2015-126340,2015-11-08,EB-13870,Consumer,West,Standard Class,333576
US-2015-126571,2015-10-11,JF-15565,Consumer,East,Standard Class,483336
US-2015-127635,2015-09-14,SC-20260,Corporate,Central,Second Class,22444
US-2015-127978,2015-03-03,JS-15595,Corporate,East,Standard Class,76429
US-2015-128685,2015-04-04,MZ-17515,Corporate,West,First Class,7184
US-2015-129609,2015-03-22,VM-21835,Consumer,Central,Same Day,1628
US-2015-130358,2015-06-23,DL-13330,Consumer,South,First Class,23120
US-2015-130379,2015-05-25,JL-15235,Consumer,Central,Standard Class,3688
US-2015-131275,2015-03-18,SC-20050,Home Office,West,Standard Class,1465698
US-2015-131870,2015-09-09,NF-18595,Home Office,East,First Class,91488
US-2015-131982,2015-03-07,NP-18685,Home Office,West,Second Class,107648
US-2015-132745,2015-10-01,NF-18475,Home Office,West,Standard Class,471
US-2015-133130,2015-09-27,TH-21100,Consumer,West,Standard Class,68590
US-2015-133949,2015-12-31,JL-15175,Home Office,West,Same Day,475944
US-2015-134054,2015-10-10,FC-14335,Corporate,West,Same Day,25585
US-2015-134187,2015-11-04,TH-21235,Corporate,West,Standard Class,294
US-2015-134614,2015-09-20,PF-19165,Consumer,Central,Standard Class,6177
US-2015-134712,2015-11-29,BS-11380,Corporate,Central,Standard Class,12624
US-2015-134733,2015-09-23,BM-11650,Corporate,West,Standard Class,519983
US-2015-134971,2015-06-07,BP-11095,Corporate,Central,Second Class,12462
US-2015-135881,2015-05-23,GT-14710,Consumer,East,Standard Class,23116
US-2015-135972,2015-09-21,JG-15115,Consumer,West,Second Class,426381
US-2015-137155,2015-11-01,DL-12925,Consumer,East,Standard Class,73356
US-2015-137680,2015-02-24,JH-15430,Consumer,West,Standard Class,55672
US-2015-137869,2015-03-28,CV-12295,Consumer,Central,Standard Class,119084
US-2015-138247,2015-12-24,BF-11170,Home Office,West,Standard Class,1038946
US-2015-138758,2015-07-07,JL-15835,Consumer,East,Standard Class,241194
US-2015-138828,2015-09-02,KD-16345,Consumer,East,First Class,7269
US-2015-138835,2015-09-10,DA-13450,Home Office,South,Standard Class,964
US-2015-139500,2015-11-16,AB-10165,Consumer,Central,Standard Class,37296
US-2015-140116,2015-03-10,KT-16480,Consumer,West,Standard Class,719576
US-2015-140452,2015-12-06,BK-11260,Consumer,Central,Standard Class,85005
US-2015-140914,2015-11-11,BH-11710,Consumer,Central,Standard Class,808928
US-2015-141215,2015-06-15,KL-16555,Corporate,Central,Standard Class,906430
US-2015-141257,2015-06-08,CS-11950,Consumer,West,Standard Class,585552
US-2015-143231,2015-12-31,GM-14455,Home Office,East,First Class,12029
US-2015-143581,2015-08-19,BS-11365,Corporate,South,Standard Class,34491
US-2015-143707,2015-03-01,HR-14770,Home Office,East,Standard Class,594
US-2015-143721,2015-11-23,DK-12835,Corporate,Central,Second Class,155372
US-2015-144078,2015-11-25,RB-19435,Consumer,West,Standard Class,780080
US-2015-146353,2015-10-14,JE-15610,Corporate,East,Second Class,4991
US-2015-147606,2015-11-26,JE-15745,Consumer,Central,Second Class,193
US-2015-147627,2015-01-20,HL-15040,Consumer,South,Standard Class,182466
US-2015-147648,2015-11-26,LS-16975,Home Office,West,Standard Class,8198
US-2015-147704,2015-11-16,SR-20740,Home Office,Central,Standard Class,30860
US-2015-147774,2015-01-20,MM-18280,Corporate,South,Standard Class,67194
US-2015-148194,2015-05-04,BS-11365,Corporate,West,First Class,6986
US-2015-148838,2015-03-17,CP-12340,Corporate,East,Standard Class,3284220
US-2015-149034,2015-11-19,RD-19900,Consumer,East,First Class,47496
US-2015-150119,2015-04-23,LB-16795,Home Office,East,Standard Class,592568
US-2015-150126,2015-07-27,AS-10045,Corporate,East,Standard Class,6578
US-2015-150434,2015-07-19,CA-12310,Corporate,East,Standard Class,45523
US-2015-150532,2015-07-14,PB-19150,Consumer,West,Standard Class,5592
US-2015-150574,2015-12-19,MK-18160,Consumer,South,Standard Class,7290
US-2015-150924,2015-09-12,PT-19090,Consumer,Central,Second Class,518
US-2015-151015,2015-10-14,BD-11500,Consumer,Central,Standard Class,344274
US-2015-151925,2015-09-26,KT-16465,Consumer,West,Second Class,145568
US-2015-152030,2015-12-26,AD-10180,Home Office,Central,Second Class,600558
US-2015-152723,2015-09-26,HG-14965,Corporate,Central,Same Day,876
US-2015-154655,2015-10-12,BP-11050,Corporate,Central,Standard Class,2224
US-2015-154879,2015-05-06,SN-20710,Home Office,West,Standard Class,11372
US-2015-155502,2015-01-26,SD-20485,Home Office,South,Standard Class,94461
US-2015-155544,2015-03-21,GM-14440,Consumer,South,Standard Class,251920
US-2015-155817,2015-10-03,SL-20155,Home Office,South,Standard Class,67760
US-2015-155894,2015-07-26,CL-11890,Consumer,Central,Second Class,123552
US-2015-156216,2015-09-13,EA-14035,Corporate,South,Standard Class,18648
US-2015-156559,2015-08-19,LH-16900,Consumer,South,Standard Class,63882
US-2015-157021,2015-04-01,KM-16720,Consumer,West,Second Class,17384
US-2015-157070,2015-06-01,QJ-19255,Corporate,Central,Standard Class,20408
US-2015-157385,2015-11-23,SC-20095,Consumer,West,First Class,103719
US-2015-157406,2015-04-25,DA-13450,Home Office,Central,Standard Class,10992
US-2015-157847,2015-04-02,SC-20020,Consumer,Central,Second Class,36160
US-2015-158057,2015-03-22,CC-12685,Consumer,South,Standard Class,59109
US-2015-158365,2015-04-12,SV-20785,Consumer,Central,Standard Class,324
US-2015-158400,2015-10-25,AH-10030,Corporate,West,First Class,49408
US-2015-158638,2015-09-17,AG-10765,Home Office,East,Standard Class,5892
US-2015-159611,2015-12-27,KB-16315,Consumer,East,Second Class,194168
US-2015-159618,2015-11-12,DB-12970,Corporate,Central,Standard Class,815060
US-2015-159926,2015-11-18,CS-11950,Consumer,East,Standard Class,730009
US-2015-160444,2015-07-05,DC-12850,Consumer,Central,Same Day,502200
US-2015-160780,2015-06-21,SV-20785,Consumer,West,Same Day,36252
US-2015-161305,2015-06-06,SB-20170,Consumer,Central,Standard Class,38572
US-2015-161613,2015-12-01,MC-17605,Corporate,Central,Second Class,674058
US-2015-163146,2015-05-16,CC-12475,Consumer,West,Standard Class,564
US-2015-163797,2015-04-08,PC-19000,Home Office,West,Standard Class,49792
US-2015-164616,2015-08-19,MS-17770,Consumer,East,Second Class,85960
US-2015-164644,2015-07-22,JL-15850,Consumer,Central,Second Class,26632
US-2015-164763,2015-03-17,MH-17440,Corporate,South,Standard Class,8766
US-2015-165589,2015-02-18,TB-21595,Consumer,Central,Same Day,2516
US-2015-165659,2015-06-01,LT-17110,Consumer,South,Standard Class,88415
US-2015-165862,2015-07-13,GK-14620,Corporate,West,Standard Class,351216
US-2015-166310,2015-09-21,JS-15940,Home Office,Central,First Class,8544
US-2015-166828,2015-08-22,JF-15415,Consumer,Central,First Class,1156
US-2015-167262,2015-10-31,AC-10450,Consumer,West,Second Class,742336
US-2015-167633,2015-09-30,BW-11200,Consumer,South,Standard Class,15552
US-2015-167738,2015-12-24,JC-16105,Corporate,West,Standard Class,306558
US-2015-168501,2015-11-21,JK-15325,Corporate,Central,Standard Class,28428
US-2015-169390,2015-02-07,CS-12250,Corporate,East,Second Class,6496
US-2015-169789,2015-12-30,MF-17665,Corporate,West,Standard Class,551985
US-2016-100069,2016-06-29,NF-18475,Home Office,Central,Standard Class,26998
US-2016-100377,2016-08-28,TS-21370,Corporate,Central,Standard Class,279996
US-2016-100531,2016-09-27,NM-18520,Consumer,Central,First Class,25796
US-2016-101399,2016-01-17,JS-15940,Home Office,Central,Standard Class,254744
US-2016-101511,2016-11-21,JE-15745,Consumer,East,Second Class,398390
US-2016-103471,2016-12-24,JR-15670,Consumer,West,Standard Class,591462
US-2016-103996,2016-03-29,RB-19435,Consumer,West,Second Class,29568
US-2016-104185,2016-09-03,JB-15400,Corporate,East,Second Class,12033
US-2016-104430,2016-10-22,LT-17110,Consumer,Central,Standard Class,5176
US-2016-105676,2016-12-01,NM-18520,Consumer,Central,Same Day,6688
US-2016-106495,2016-06-15,AC-10450,Consumer,South,First Class,11672
US-2016-106873,2016-09-24,KM-16720,Consumer,West,Second Class,31272
US-2016-107349,2016-07-13,SL-20155,Home Office,Central,First Class,41568
US-2016-107944,2016-03-23,AM-10360,Corporate,West,First Class,43269
US-2016-108966,2016-10-11,SO-20335,Consumer,South,Standard Class,9598143
US-2016-109015,2016-09-06,BS-11590,Corporate,East,Standard Class,34637
US-2016-110163,2016-11-01,GA-14725,Consumer,West,First Class,788
US-2016-110261,2016-12-19,PR-18880,Consumer,Central,Second Class,158376
US-2016-110569,2016-05-23,EB-13870,Consumer,West,Standard Class,140986
US-2016-111927,2016-11-14,LS-17230,Consumer,East,Standard Class,9610
US-2016-112508,2016-03-24,BP-11185,Corporate,South,Standard Class,6992
US-2016-113327,2016-05-26,BF-11170,Home Office,South,Second Class,352168
US-2016-113593,2016-04-18,NC-18415,Consumer,West,First Class,11544
US-2016-114741,2016-12-06,IL-15100,Consumer,West,Standard Class,134727
US-2016-114839,2016-04-26,PW-19240,Consumer,Central,Standard Class,408422
US-2016-115238,2016-04-30,JW-15220,Corporate,East,Standard Class,4248
US-2016-115343,2016-09-22,FO-14305,Consumer,East,First Class,618532
US-2016-117184,2016-05-17,ON-18715,Corporate,Central,Standard Class,17416
US-2016-117492,2016-08-07,NS-18640,Corporate,East,First Class,7758
US-2016-118766,2016-10-15,LS-16975,Home Office,Central,Standard Class,4860
US-2016-118906,2016-03-10,KB-16585,Corporate,East,Same Day,8982
US-2016-118983,2016-11-22,HP-14815,Home Office,Central,Standard Class,9425
US-2016-119312,2016-10-02,CS-12400,Home Office,West,Second Class,27034
US-2016-120161,2016-12-18,LM-17065,Consumer,East,Standard Class,646776
US-2016-120502,2016-04-13,BT-11395,Corporate,West,Standard Class,269928
US-2016-120572,2016-12-11,GH-14425,Consumer,South,Standard Class,12828
US-2016-120712,2016-12-20,CS-12130,Consumer,Central,Standard Class,888
US-2016-120957,2016-12-07,KH-16690,Corporate,West,Same Day,1296
US-2016-122140,2016-04-02,MO-17950,Consumer,Central,Standard Class,85180
US-2016-122784,2016-07-20,RA-19915,Consumer,Central,Standard Class,630159
US-2016-122910,2016-05-12,LT-16765,Consumer,West,Standard Class,201584
US-2016-123218,2016-12-20,KD-16345,Consumer,Central,Standard Class,775010
US-2016-123918,2016-10-15,CG-12520,Consumer,Central,Same Day,136720
US-2016-123960,2016-06-11,BD-11605,Consumer,South,Standard Class,7966
US-2016-124219,2016-08-07,KW-16570,Consumer,Central,First Class,21578
US-2016-125374,2016-03-23,JD-16060,Consumer,Central,Standard Class,107772
US-2016-126214,2016-12-21,JS-15880,Consumer,West,Second Class,162833
US-2016-126235,2016-10-15,GA-14725,Consumer,Central,Same Day,1714
US-2016-126753,2016-08-16,SP-20860,Corporate,East,Standard Class,832446
US-2016-126977,2016-09-17,PF-19120,Consumer,East,Standard Class,4678096
US-2016-127040,2016-12-06,SG-20605,Consumer,East,Standard Class,178217
US-2016-128090,2016-08-16,JM-15865,Consumer,West,Standard Class,503828
US-2016-128587,2016-12-24,HM-14860,Corporate,Central,Standard Class,490961
US-2016-129553,2016-07-27,PG-18820,Consumer,South,Standard Class,2997
US-2016-129637,2016-12-17,MC-18100,Consumer,Central,Standard Class,222880
US-2016-130491,2016-02-08,BH-11710,Consumer,Central,First Class,2111
US-2016-130512,2016-08-21,SM-20320,Home Office,East,Standard Class,837444
US-2016-130519,2016-09-15,NG-18355,Corporate,South,Same Day,111904
US-2016-131359,2016-10-30,FA-14230,Corporate,West,Second Class,524270
US-2016-131842,2016-12-05,RR-19525,Corporate,South,First Class,97424
US-2016-132836,2016-06-01,AJ-10945,Consumer,Central,Standard Class,73676
US-2016-134026,2016-04-26,JE-15745,Consumer,South,Standard Class,914424
US-2016-134271,2016-04-18,RF-19735,Consumer,East,Second Class,2193
US-2016-134558,2016-12-19,PM-19135,Home Office,East,Second Class,1278454
US-2016-136259,2016-11-05,CB-12415,Consumer,East,First Class,7490
US-2016-136427,2016-06-20,JM-16195,Consumer,West,First Class,125944
US-2016-136476,2016-04-05,GG-14650,Corporate,South,Standard Class,157794
US-2016-136749,2016-12-25,LH-16900,Consumer,South,Second Class,29167
US-2016-136987,2016-04-11,AR-10540,Consumer,West,Second Class,645244
US-2016-137008,2016-10-02,JP-15460,Corporate,East,Standard Class,14687
US-2016-137533,2016-12-18,JK-15640,Home Office,East,Same Day,20736
US-2016-137960,2016-12-18,MW-18220,Consumer,East,Same Day,16624
US-2016-138093,2016-12-10,KM-16225,Corporate,East,Standard Class,75268
US-2016-138121,2016-12-17,JL-15835,Consumer,Central,Same Day,123361
US-2016-138303,2016-09-03,MG-18145,Consumer,East,Standard Class,755096
US-2016-138716,2016-09-17,CS-11845,Corporate,West,First Class,25032
US-2016-138919,2016-09-17,LS-16975,Home Office,East,Standard Class,34422
US-2016-139675,2016-03-13,NF-18595,Home Office,West,Second Class,947912
US-2016-139759,2016-08-25,NL-18310,Home Office,West,Standard Class,51380
US-2016-140200,2016-07-26,CA-12775,Consumer,West,First Class,393165
US-2016-140851,2016-07-13,ND-18460,Corporate,South,Second Class,3888
US-2016-141453,2016-11-30,DB-13270,Home Office,Central,Second Class,3882
US-2016-141684,2016-06-29,MM-18055,Consumer,East,Standard Class,2496
US-2016-142020,2016-06-04,TC-21535,Home Office,East,Second Class,6572
US-2016-142811,2016-04-02,JL-15850,Consumer,West,Standard Class,878
US-2016-144771,2016-10-02,CK-12205,Consumer,West,First Class,16336
US-2016-145121,2016-10-02,MP-17965,Corporate,East,Standard Class,269
US-2016-145422,2016-12-03,PW-19240,Consumer,West,Standard Class,359499
US-2016-145436,2016-02-28,VD-21670,Consumer,South,Standard Class,551264
US-2016-146745,2016-09-03,AS-10630,Home Office,West,Standard Class,135936
US-2016-147242,2016-09-10,EH-13765,Corporate,East,Standard Class,70274
US-2016-147662,2016-02-14,KB-16315,Consumer,East,Standard Class,427548
US-2016-147739,2016-12-25,JD-16150,Corporate,East,Standard Class,547136
US-2016-148817,2016-12-01,KD-16495,Corporate,South,Standard Class,12564
US-2016-149629,2016-07-17,MP-17965,Corporate,South,Second Class,23192
US-2016-149692,2016-12-06,KW-16435,Consumer,Central,Standard Class,2772
US-2016-150161,2016-07-25,RB-19795,Home Office,East,Standard Class,25176
US-2016-150231,2016-03-16,JK-15640,Home Office,East,Second Class,1752
US-2016-150630,2016-09-17,TB-21520,Consumer,East,Standard Class,417205
US-2016-151407,2016-11-08,RD-19585,Consumer,Central,Standard Class,26396
US-2016-152128,2016-05-25,NM-18445,Home Office,Central,Second Class,14920
US-2016-153283,2016-11-12,EB-14110,Consumer,East,Standard Class,1556
US-2016-153374,2016-02-09,JF-15565,Consumer,Central,Second Class,479952
US-2016-153500,2016-07-03,DG-13300,Corporate,East,First Class,452024
US-2016-154389,2016-11-27,EH-14125,Home Office,East,Standard Class,748752
US-2016-155369,2016-04-19,PG-18820,Consumer,Central,Standard Class,329960
US-2016-156496,2016-08-10,WB-21850,Consumer,West,Standard Class,711784
US-2016-156797,2016-08-11,PO-19180,Home Office,East,Standard Class,1334
US-2016-156867,2016-11-13,LC-16870,Consumer,West,Standard Class,286014
US-2016-157014,2016-10-03,BM-11785,Consumer,East,Second Class,54764
US-2016-157154,2016-01-10,MM-17920,Consumer,East,Standard Class,1018104
US-2016-158589,2016-11-20,KW-16570,Consumer,West,Standard Class,3204
US-2016-158911,2016-07-05,RS-19765,Corporate,South,Standard Class,16712
US-2016-159499,2016-11-21,EM-14095,Corporate,West,Second Class,350628
US-2016-159513,2016-04-02,JD-15790,Consumer,West,Standard Class,71976
US-2016-159982,2016-11-28,DR-12880,Corporate,Central,Standard Class,747796
US-2016-160150,2016-07-19,TS-21085,Consumer,West,First Class,2025
US-2016-160563,2016-10-20,NS-18640,Corporate,West,Standard Class,25599
US-2016-160857,2016-05-08,NW-18400,Consumer,East,Standard Class,2973389
US-2016-161347,2016-09-13,HG-14845,Consumer,East,Standard Class,2412
US-2016-161466,2016-09-24,ON-18715,Corporate,East,Second Class,6848
US-2016-161991,2016-09-26,SC-20725,Consumer,Central,Second Class,11352
US-2016-163279,2016-03-22,JD-16150,Corporate,West,Standard Class,1507724
US-2016-163433,2016-04-18,MP-17965,Corporate,Central,Second Class,544410
US-2016-163685,2016-06-01,KE-16420,Corporate,Central,Standard Class,9952
US-2016-163783,2016-12-27,DR-12940,Home Office,Central,Standard Class,12672
US-2016-163825,2016-06-16,LC-16885,Consumer,East,First Class,3063774
US-2016-164175,2016-04-30,PS-18970,Home Office,Central,Standard Class,213115
US-2016-164238,2016-08-16,JW-15955,Consumer,East,Standard Class,74835
US-2016-164308,2016-09-24,SC-20680,Home Office,Central,First Class,82194
US-2016-164357,2016-11-25,SF-20065,Consumer,South,Standard Class,1312
US-2016-164448,2016-10-31,DK-12835,Corporate,West,Second Class,54243
US-2016-164966,2016-07-30,GH-14410,Home Office,Central,First Class,15588
US-2016-165449,2016-11-22,AP-10720,Home Office,Central,Standard Class,27168
US-2016-165512,2016-05-24,VS-21820,Consumer,Central,Second Class,610307
US-2016-165743,2016-11-20,MM-18055,Consumer,West,Second Class,160272
US-2016-166520,2016-07-16,KE-16420,Corporate,East,First Class,14087
US-2016-167220,2016-12-12,JB-15925,Consumer,Central,Standard Class,22368
US-2016-168704,2016-04-13,FP-14320,Consumer,Central,Standard Class,512346
US-2016-168732,2016-12-10,KM-16660,Consumer,South,Standard Class,12964
US-2016-168914,2016-05-21,JE-15745,Consumer,Central,Standard Class,20768
US-2016-168935,2016-11-27,DO-13435,Consumer,South,Standard Class,3838551
US-2017-100405,2017-08-26,TS-21430,Corporate,West,Second Class,826
US-2017-100419,2017-12-16,CC-12670,Consumer,Central,Second Class,4788
US-2017-100461,2017-01-08,JO-15145,Corporate,Central,Standard Class,167193
US-2017-100566,2017-09-03,JK-16120,Home Office,Central,Standard Class,83952
US-2017-100720,2017-07-16,CK-12205,Consumer,East,Standard Class,638942
US-2017-100839,2017-10-13,NC-18625,Corporate,West,Standard Class,75241
US-2017-101196,2017-05-12,FM-14215,Corporate,East,Standard Class,82368
US-2017-101497,2017-09-29,PS-18760,Consumer,West,Second Class,1897
US-2017-101616,2017-09-03,CY-12745,Corporate,South,First Class,8728
US-2017-102141,2017-08-26,KD-16615,Corporate,East,Standard Class,146688
US-2017-102232,2017-08-05,MF-17665,Corporate,South,Standard Class,19705
US-2017-102239,2017-05-05,LW-16990,Corporate,West,First Class,174316
US-2017-103646,2017-04-21,SP-20545,Corporate,Central,Standard Class,195976
US-2017-104794,2017-12-16,KD-16495,Corporate,East,First Class,368
US-2017-104815,2017-09-03,RB-19570,Consumer,Central,Standard Class,198744
US-2017-105452,2017-07-28,BF-11005,Home Office,Central,Standard Class,30519
US-2017-105578,2017-05-30,MY-17380,Corporate,West,Standard Class,853950
US-2017-105830,2017-12-31,DB-13660,Consumer,East,First Class,156512
US-2017-106313,2017-08-22,DG-13300,Corporate,West,Standard Class,1944
US-2017-106600,2017-04-08,RM-19375,Consumer,South,First Class,3549
US-2017-106677,2017-11-05,AS-10285,Corporate,East,Standard Class,23988
US-2017-107440,2017-04-16,BS-11365,Corporate,East,Standard Class,911242
US-2017-108098,2017-10-14,CP-12340,Corporate,West,Standard Class,177
US-2017-108455,2017-12-02,MK-18160,Consumer,West,Standard Class,10025
US-2017-108497,2017-06-14,MH-17290,Home Office,West,Same Day,599165
US-2017-108504,2017-02-05,PP-18955,Home Office,South,Same Day,207551
US-2017-108637,2017-03-13,AB-10060,Home Office,South,Standard Class,28866
US-2017-108777,2017-12-12,JM-15655,Corporate,East,Same Day,402645
US-2017-109260,2017-09-26,TN-21040,Home Office,South,Standard Class,431976
US-2017-110156,2017-11-19,EH-13945,Consumer,Central,Standard Class,222202
US-2017-110170,2017-09-27,HM-14860,Corporate,Central,Standard Class,9566648
US-2017-111290,2017-07-22,DK-13375,Consumer,Central,Standard Class,108196
US-2017-111528,2017-12-30,JP-16135,Home Office,West,Same Day,54516
US-2017-111563,2017-11-04,SM-20005,Consumer,Central,Standard Class,77488
US-2017-112396,2017-02-09,JR-16210,Corporate,West,Standard Class,12183
US-2017-112970,2017-11-14,TB-21250,Consumer,West,First Class,984
US-2017-112977,2017-03-10,CJ-12010,Consumer,East,Standard Class,176784
US-2017-113509,2017-03-15,PL-18925,Home Office,East,Standard Class,83976
US-2017-113649,2017-08-09,HA-14920,Consumer,South,First Class,645136
US-2017-113677,2017-11-13,CM-12655,Home Office,East,Standard Class,229490
US-2017-113985,2017-12-02,KD-16495,Corporate,West,Standard Class,130937
US-2017-114013,2017-03-13,SC-20770,Corporate,East,Second Class,261347
US-2017-114174,2017-09-08,AP-10720,Home Office,East,Standard Class,18870
US-2017-114230,2017-11-27,CM-12235,Consumer,West,Standard Class,39808
US-2017-114293,2017-11-21,JH-16180,Consumer,West,Standard Class,195136
US-2017-114622,2017-04-10,JR-16210,Corporate,East,First Class,8904
US-2017-114776,2017-12-06,GG-14650,Corporate,West,First Class,1944
US-2017-114888,2017-09-19,CC-12430,Home Office,West,Second Class,12576
US-2017-115455,2017-09-08,SE-20110,Consumer,Central,Standard Class,74283
US-2017-115819,2017-04-19,JO-15280,Consumer,West,Second Class,17466
US-2017-115952,2017-10-06,JH-15910,Consumer,Central,Same Day,2885
US-2017-116365,2017-01-03,CA-12310,Corporate,Central,Standard Class,22760
US-2017-116400,2017-10-22,EB-13930,Consumer,South,First Class,3992
US-2017-116442,2017-12-15,BP-11230,Consumer,West,Standard Class,1476
US-2017-116729,2017-12-25,GK-14620,Corporate,West,First Class,2605904
US-2017-117037,2017-05-17,LW-17215,Consumer,Central,First Class,61321
US-2017-117387,2017-10-27,PA-19060,Home Office,West,Standard Class,67136
US-2017-117541,2017-11-14,JM-16195,Consumer,East,Standard Class,3637
US-2017-117793,2017-08-23,MA-17560,Home Office,Central,Standard Class,5706
US-2017-118780,2017-09-10,PN-18775,Home Office,East,Second Class,6617
US-2017-119046,2017-06-02,EH-13765,Corporate,West,Standard Class,65898
US-2017-119270,2017-03-12,SW-20245,Consumer,West,Standard Class,1998
US-2017-119298,2017-11-25,EP-13915,Consumer,South,First Class,5998
US-2017-120460,2017-04-30,BF-11170,Home Office,Central,Standard Class,22608
US-2017-120929,2017-03-18,RO-19780,Consumer,South,Second Class,189882
US-2017-121013,2017-09-05,MM-17920,Consumer,South,Standard Class,167800
US-2017-122182,2017-03-10,BD-11770,Consumer,East,Standard Class,39992
US-2017-122245,2017-09-25,AB-10105,Consumer,West,Standard Class,393165
US-2017-123470,2017-08-15,ME-17725,Consumer,West,Standard Class,141210
US-2017-123610,2017-05-12,VM-21835,Consumer,West,Standard Class,987
US-2017-123750,2017-04-15,RB-19795,Home Office,South,Standard Class,632296
US-2017-124163,2017-09-25,SC-20695,Corporate,Central,Standard Class,77359
US-2017-125969,2017-11-06,LS-16975,Home Office,West,Second Class,105280
US-2017-126431,2017-07-01,SU-20665,Home Office,East,Same Day,13643
US-2017-126452,2017-08-21,SC-20230,Corporate,West,Standard Class,2972453
US-2017-126844,2017-10-08,BW-11110,Corporate,Central,Standard Class,51712
US-2017-126893,2017-11-26,CT-11995,Consumer,East,Standard Class,494982
US-2017-127334,2017-12-15,MP-18175,Home Office,West,Standard Class,651363
US-2017-127425,2017-08-26,DR-12880,Corporate,East,Standard Class,25028
US-2017-127971,2017-11-20,DW-13195,Corporate,Central,Standard Class,51203
US-2017-128195,2017-08-04,RA-19285,Consumer,Central,First Class,398
